Rank,Name,Platform,Year,Genre,Publisher,Developer,Global_Sales
13316,Policenauts,3DO,1995,Adventure,Konami Digital Entertainment,,0.06
13317,Zero Divide,PS,1995,Fighting,Ocean,,0.06
13318,Doraemon 4: Nobita to Toki no Okoku,SNES,1995,Platform,Epoch,,0.06
13319,Gunbird,SAT,1995,Shooter,Atlus,,0.06
13320,WWF Wrestlemania: The Arcade Game,PS,1995,Fighting,Acclaim Entertainment,,0.06
13321,Discworld,PS,1994,Adventure,Psygnosis,,0.06
13322,Robotica,SAT,1994,Shooter,Sega,,0.06
13323,Worldwide Soccer,SAT,1994,Sports,Sega,,0.06
13324,Record of Lodoss War: Eiyuu Sensou,SCD,1994,Role-Playing,Sega,,0.06
13325,Myst,SAT,1994,Adventure,Sunsoft,,0.06
13326,Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993,Misc,Imax,,0.06
13327,Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993,Platform,Konami Digital Entertainment,,0.06
13328,Syndicate,PC,1992,Strategy,Electronic Arts,,0.06
13329,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992,Fighting,Konami Digital Entertainment,,0.06
13330,Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,1991,Action,Konami Digital Entertainment,,0.06
13331,Adventures of Lolo,NES,1989,Puzzle,HAL Laboratory,,0.06
13332,Mahjong 3D: Warriors of the Emperor,3DS,2020,Misc,Unknown,Engine Software,0.05
13333,The Invisible Hours,XOne,2018,Adventure,Tequila Works,Tequila Works,0.05
13334,Disaster Report 4 Plus: Summer Memories,PS4,2018,Action-Adventure,Granzella,Granzella,0.05
13335,The Sims 4 Seasons,PC,2018,Simulation,Electronic Arts,EA,0.05
13336,Call of Cthulhu,XOne,2018,Role-Playing,Focus Home Interactive,Cyanide,0.05
13337,Owlboy,NS,2018,Platform,Soedesco,D-Pad Studios,0.05
13338,The Long Dark,XOne,2018,Simulation,Skybound Games,Hinterland Studio Inc.,0.05
13339,Carnival Games,PS4,2018,Party,2K Games,Cat Daddy Games,0.05
13340,Yakuza 3,PS4,2018,Action-Adventure,Sega,Sega,0.05
13341,Pro Evolution Soccer 2019,XOne,2018,Sports,Konami,Konami,0.05
13342,Hellblade: Senua's Sacrifice,PS4,2018,Action-Adventure,505 Games,Ninja Theory,0.05
13343,Little Nightmares,NS,2018,Platform,Bandai Namco Entertainment,Tarsier Studios,0.05
13344,Strange Brigade,XOne,2018,Shooter,Rebellion Developments,Rebellion Developments,0.05
13345,Scribblenauts Mega Pack,NS,2018,Adventure,Warner Bros. Interactive Entertainment,Shiver Games,0.05
13346,The Long Dark,PS4,2018,Simulation,Skybound Games,Hinterland Studio Inc.,0.05
13347,Little Dragons Café,PS4,2018,Simulation,Aksys Games,Aksys Games,0.05
13348,Golf Club 2019,XOne,2018,Sports,2K Games,HB Studios,0.05
13349,The Banner Saga Trilogy - Bonus Edition,XOne,2018,Strategy,505 Games,Stoic Studio,0.05
13350,Scribblenauts: Showdown,PS4,2018,Platform,Warner Bros. Interactive Entertainment,Shiver Games,0.05
13351,MXGP Pro,PS4,2018,Racing,Milestone S.r.l.,Milestone S.r.l.,0.05
13352,Extinction,XOne,2018,Action,Maximum Games,Iron Galaxy,0.05
13353,My Riding Stables: Life with Horses,NS,2018,Simulation,TREVA Entertainment,Independent Arts Software GmbH,0.05
13354,Apex Construct,PS4,2018,Action,Perp Games,Fast Travel Games,0.05
13355,Fishing Sim World,PS4,2018,Simulation,Dovetail Games,Dovetail Games,0.05
13356,Metal Max Xeno,PS4,2018,Role-Playing,NIS America,Kadokawa Games,0.05
13357,Toki Collector's Edition,NS,2018,Platform,Microids,Golgoth Studio,0.05
13358,Don't Starve,PS4,2018,Adventure,Klei Entertainment,Klei Entertainment,0.05
13359,Surviving Mars,XOne,2018,Simulation,Maximum Games,Haemimont Games,0.05
13360,Red Faction: Guerrilla Re-Mars-tered,XOne,2018,Shooter,THQ Nordic,Volition,0.05
13361,Dakar 18,PS4,2018,Racing,Deep Silver,Bigmoon Entertainment,0.05
13362,ARK Park,PS4,2018,Adventure,Snail Games USA,Snail Games USA,0.05
13363,Battle Chasers: Nightwar,NS,2018,Role-Playing,THQ Nordic,Airship Syndicate,0.05
13364,Yomawari: The Long Night Collection,NS,2018,Action-Adventure,NIS America,Nippon Ichi Software,0.05
13365,Carnival Games,XOne,2018,Party,2K Games,Cat Daddy Games,0.05
13366,Fishing Sim World,XOne,2018,Simulation,Dovetail Games,Dovetail Games,0.05
13367,Atari Flashback Classics: Volume 3,XOne,2018,Misc,Funbox Media,Atari,0.05
13368,Owlboy,PS4,2018,Platform,Soedesco,D-Pad Studios,0.05
13369,The Escapists 2,NS,2018,Action,Sold Out,Team17 Software,0.05
13370,Gravel,XOne,2018,Racing,Milestone S.r.l.,Milestone S.r.l,0.05
13371,Jake Hunter Detective Story: Ghost of the Dusk,3DS,2018,Adventure,Aksys Games,Arc System Works,0.05
13372,SNK Heroines Tag Team Frenzy,NS,2018,Fighting,NIS America,SNK Corporation,0.05
13373,Onrush,PS4,2018,Racing,Deep Silver,Codemasters,0.05
13374,Dead Cells,PS4,2018,Action,Merge Games,Motion Twin,0.05
13375,Marvel's Guardians of the Galaxy: The Telltale Series,XOne,2017,Adventure,Warner Bros. Interactive Entertainment,Telltale Games,0.05
13376,Valkyria Revolution,PSV,2017,Role-Playing,Sega,Media.Vision,0.05
13377,Baja: Edge of Control HD,XOne,2017,Racing,THQ Nordic,2XL Games,0.05
13378,Demon Gaze 2,PSV,2017,Role-Playing,NIS America,Experience Inc.,0.05
13379,Black Mirror,PS4,2017,Adventure,THQ Nordic,KING Art Games,0.05
13380,Touhou Genso Wanderer,PS4,2017,Action,NIS America,AQUA STYLE,0.05
13381,Period Cube ~Shackles of Amadeus~,PSV,2017,Simulation,Aksys Games,Idea Factory,0.05
13382,Hatsune Miku: Project Diva Future Tone DX,PS4,2017,Misc,Sega,Sega,0.05
13383,Starblood Arena,PS4,2017,Shooter,Sony Interactive Entertainment,WhiteMoon Dreams,0.05
13384,Bubsy: The Woolies Strike Back,PS4,2017,Platform,Accolade,Black Forest Games,0.05
13385,New Tokyo Legacy: Operation Babel,PSV,2017,Role-Playing,NIS America,Experience Inc.,0.05
13386,Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017,Role-Playing,Sega,Sega,0.05
13387,Demon Gaze 2,PS4,2017,Role-Playing,NIS America,Experience Inc.,0.05
13388,Collar x Malice,PSV,2017,Action,Aksys Games,Idea Factory,0.05
13389,The Elder Scrolls Online: Morrowind,PC,2017,MMO,Bethesda Softworks,ZeniMax Online Studios,0.05
13390,Real Farm,PS4,2017,Simulation,Soedesco,Triangle Studios,0.05
13391,The Walking Dead: A Telltale Series Collection,XOne,2017,Adventure,Warner Bros. Interactive Entertainment,Telltale Games,0.05
13392,Rugby 18,XOne,2017,Sports,Koch Media,EKO Software,0.05
13393,Has-Been Heroes,XOne,2017,Action,GameTrust,Frozenbyte,0.05
13394,Deformers,XOne,2017,Action,Ready at Dawn,Ready at Dawn,0.05
13395,Star Wars Battlefront II (2017),PC,2017,Shooter,Electronic Arts,EA DICE,0.05
13396,Cars 3: Driven to Win,XOne,2017,Racing,Warner Bros. Interactive Entertainment,Avalanche Software,0.05
13397,I am Setsuna,NS,2017,Role-Playing,Square Enix,Tokyo RPG Factory,0.05
13398,Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,2017,Role-Playing,Tecmo Koei,Unknown,0.05
13399,Pillars of Eternity,XOne,2017,Role-Playing,Paradox Interactive,Obsidian Entertainment,0.05
13400,Wonder Boy: The Dragon's Trap (Remake),NS,2017,Platform,DotEmu,Lizardcube,0.05
13401,Batman: The Enemy Within,XOne,2017,Adventure,Telltale Games,Telltale Games,0.05
13402,Monster Jam: Crush It,PS4,2017,Racing,GameMill,GameMill,0.05
13403,Cooking Mama: Sweet Shop,3DS,2017,Simulation,Rising Star Games,Office Create,0.05
13404,WRC 7,XOne,2017,Racing,Bigben Interactive,Kylotonn Entertainment,0.05
13405,Ashes Cricket,XOne,2017,Sports,Koch Media,Big Ant Studios,0.05
13406,Ben 10 (2017),PS4,2017,Action,Outright Games,Torus Games,0.05
13407,Warriors All-Stars,PSV,2017,Action,Tecmo Koei,Omega Force,0.05
13408,God Wars: Future Past,PSV,2017,Role-Playing,NIS America,Kadokawa Games,0.05
13409,Kamen Rider: Battride War Genesis,PS4,2016,Action,Namco Bandai Games,,0.05
13410,NBA 2K17,X360,2016,Sports,Take-Two Interactive,,0.05
13411,Dark Souls III,PC,2016,Role-Playing,Namco Bandai Games,,0.05
13412,Uta no Prince-Sama: Music 3,PSV,2016,Action,Broccoli,,0.05
13413,ZombiU,PS4,2016,Action,Ubisoft,,0.05
13414,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016,Action,Activision,,0.05
13415,Utawarerumono: Futari no Hakuoro,PSV,2016,Misc,Aqua Plus,,0.05
13416,FIFA 17,PC,2016,Sports,Electronic Arts,,0.05
13417,Culdcept Revolt,3DS,2016,Strategy,Nintendo,,0.05
13418,Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,,0.05
13419,Project Setsuna,PSV,2016,Role-Playing,Square Enix,,0.05
13420,Assetto Corsa,PS4,2016,Racing,505 Games,,0.05
13421,Street Fighter V,PC,2016,Fighting,Capcom,,0.05
13422,Caligula,PSV,2016,Role-Playing,FuRyu,,0.05
13423,The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,,0.05
13424,Mirror's Edge Catalyst,PC,2016,Platform,Electronic Arts,,0.05
13425,Pro Cycling Manager 2016,PS4,2016,Sports,Focus Home Interactive,,0.05
13426,MXGP 2,XOne,2016,Racing,Milestone S.r.l.,,0.05
13427,NBA 2K17,PS3,2016,Sports,Take-Two Interactive,,0.05
13428,Kamen Rider: Battride War Genesis,PSV,2016,Action,Namco Bandai Games,,0.05
13429,Mighty No. 9,PS4,2016,Platform,Deep Silver,,0.05
13430,Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,,0.05
13431,Legend of Kay,WiiU,2015,Action,Nordic Games,,0.05
13432,NHL Legacy,X360,2015,Action,Electronic Arts,,0.05
13433,Samurai Warriors 4: Empires,PSV,2015,Action,Tecmo Koei,,0.05
13434,Miracle Girls Festival,PSV,2015,Misc,Sega,,0.05
13435,Saki: Zenkoku-hen,PSV,2015,Misc,Kaga Create,,0.05
13436,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015,Action,Aksys Games,,0.05
13437,Adventure Time: Finn & Jake Investigations,WiiU,2015,Action,Little Orbit,,0.05
13438,Goosebumps: The Game,3DS,2015,Adventure,WayForward Technologies,,0.05
13439,Samurai Warriors 4-II,PSV,2015,Action,Tecmo Koei,,0.05
13440,Rugby 15,X360,2015,Sports,Bigben Interactive,,0.05
13441,New Prince of Tennis: Go to the Top,3DS,2015,Action,FuRyu,,0.05
13442,Chaos;Child,PSV,2015,Adventure,5pb,,0.05
13443,Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,,0.05
13444,Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,,0.05
13445,Omega Labyrinth,PSV,2015,Role-Playing,D3Publisher,,0.05
13446,Stranger of Sword City,PSV,2015,Role-Playing,Nippon Ichi Software,,0.05
13447,WRC 5: FIA World Rally Championship,PS4,2015,Sports,Bigben Interactive,,0.05
13448,Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,,0.05
13449,SpongeBob: HeroPants,PSV,2015,Platform,Activision,,0.05
13450,Mortal Kombat X,PC,2015,Fighting,Warner Bros. Interactive Entertainment,,0.05
13451,Luminous Arc Infinity,PSV,2015,Action,Marvel Entertainment,,0.05
13452,To Heart 2: Dungeon Travelers,PSV,2015,Adventure,Aqua Plus,,0.05
13453,Steins;Gate 0,PSV,2015,Adventure,PQube,,0.05
13454,Steins;Gate 0,PS4,2015,Adventure,PQube,,0.05
13455,Adventure Time: Finn & Jake Investigations,XOne,2015,Action,Little Orbit,,0.05
13456,Sengoku Basara 4: Sumeragi,PS4,2015,Action,Capcom,,0.05
13457,Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,,0.05
13458,Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015,Action,Alchemist,,0.05
13459,Sword Art Online: Game Director's Edition,PS4,2015,Role-Playing,Namco Bandai Games,,0.05
13460,Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,,0.05
13461,Wasteland 2,XOne,2015,Role-Playing,Deep Silver,,0.05
13462,Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,,0.05
13463,Handball 16,PS3,2015,Sports,Bigben Interactive,,0.05
13464,Utawarerumono: Itsuwari no Kamen,PS3,2015,Adventure,Aqua Plus,,0.05
13465,F1 2015,PC,2015,Racing,Codemasters,,0.05
13466,Game of Thrones (Telltale),PS4,2015,Adventure,Telltale Games,,0.05
13467,Rugby World Cup 2015,X360,2015,Sports,Ubisoft,,0.05
13468,Tokyo Ghoul: Jail,PSV,2015,Racing,Namco Bandai Games,,0.05
13469,Arslan: The Warriors of Legend,PS3,2015,Action,Tecmo Koei,,0.05
13470,Yoru no Nai Kuni,PS3,2015,Role-Playing,Tecmo Koei,,0.05
13471,Nobunaga's Ambition: Sphere of Influence,PSV,2014,Strategy,Tecmo Koei,,0.05
13472,Winning Post 8,PS3,2014,Racing,Tecmo Koei,,0.05
13473,Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,,0.05
13474,Enemy Front,X360,2014,Shooter,Namco Bandai Games,,0.05
13475,Sherlock Holmes: Crimes & Punishments,PC,2014,Adventure,Focus Home Interactive,,0.05
13476,Child of Light,PS4,2014,Role-Playing,Ubisoft,,0.05
13477,Super Heroine Chronicle,PSV,2014,Role-Playing,Namco Bandai Games,,0.05
13478,LEGO The Hobbit,PC,2014,Action,Warner Bros. Interactive Entertainment,,0.05
13479,Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,,0.05
13480,Shin Hayarigami,PSV,2014,Adventure,Nippon Ichi Software,,0.05
13481,Puyo Puyo Tetris,PSV,2014,Puzzle,Sega,,0.05
13482,To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014,Action,FuRyu,,0.05
13483,Hero Bank 2,3DS,2014,Role-Playing,Sega,,0.05
13484,Atelier Ayesha: The Alchemist of Dusk,PSV,2014,Role-Playing,Tecmo Koei,,0.05
13485,Toukiden Kiwami,PSP,2014,Action,Tecmo Koei,,0.05
13486,Hakuouki SSL: Sweet School Life,PSV,2014,Adventure,Idea Factory,,0.05
13487,Kyoukai Senjou no Horizon Portable,PSP,2013,Adventure,Kadokawa Shoten,,0.05
13488,DuckTales: Remastered,PS3,2013,Action,Capcom,,0.05
13489,Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013,Misc,Namco Bandai Games,,0.05
13490,Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013,Action,Namco Bandai Games,,0.05
13491,The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,,0.05
13492,PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai Games,,0.05
13493,Winning Post 7 2013,PS3,2013,Sports,Tecmo Koei,,0.05
13494,Atelier Rorona: Alchemist of Arland,PSV,2013,Role-Playing,Nippon Ichi Software,,0.05
13495,Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013,Role-Playing,Square Enix,,0.05
13496,Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013,Action,D3Publisher,,0.05
13497,Putty Squad,PSV,2013,Platform,System 3,,0.05
13498,Detective Conan: Marionette Symphony,3DS,2013,Adventure,Namco Bandai Games,,0.05
13499,Amnesia Crowd,PSP,2013,Misc,Idea Factory,,0.05
13500,Payday 2,PC,2013,Shooter,505 Games,,0.05
13501,Gaist Crusher,3DS,2013,Action,Capcom,,0.05
13502,Rain (2013),PS3,2013,Adventure,Sony Computer Entertainment,,0.05
13503,Fast & Furious: Showdown,X360,2013,Action,Activision,,0.05
13504,Ride to Hell,PS3,2013,Racing,Deep Silver,,0.05
13505,XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,,0.05
13506,SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,,0.05
13507,LEGO Friends,3DS,2013,Action,Warner Bros. Interactive Entertainment,,0.05
13508,SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013,Shooter,Activision,,0.05
13509,Minna no Ennichi,3DS,2012,Action,Namco Bandai Games,,0.05
13510,Choujikuu Yousai Macross: Do You Remember Love,PS3,2012,Shooter,Namco Bandai Games,,0.05
13511,Persona 2: Eternal Punishment,PSP,2012,Role-Playing,Atlus,,0.05
13512,Koi to Senkyo to Chocolate Portable,PSP,2012,Adventure,Kadokawa Shoten,,0.05
13513,Bakemonogatari Portable,PSP,2012,Action,Namco Bandai Games,,0.05
13514,Ben 10 Galactic Racing,PSV,2012,Racing,D3Publisher,,0.05
13515,Detective Conan: Prelude from the Past,DS,2012,Action,Namco Bandai Games,,0.05
13516,Guild 01,3DS,2012,Action,Level 5,,0.05
13517,Nike+ Kinect Training,X360,2012,Sports,Microsoft Game Studios,,0.05
13518,G1 Grand Prix,3DS,2012,Action,Genki,,0.05
13519,QUIZ PARTY,Wii,2012,Misc,Nintendo,,0.05
13520,Diabolik Lovers,PSP,2012,Adventure,Idea Factory,,0.05
13521,E.X. Troopers,PS3,2012,Shooter,Capcom,,0.05
13522,Test Drive: Ferrari Legends,X360,2012,Racing,Atari,,0.05
13523,Time Travelers,PSV,2012,Adventure,Level 5,,0.05
13524,Amnesia Later,PSP,2012,Misc,Idea Factory,,0.05
13525,Hakuouki: Bakumatsu Musou Roku,PSP,2012,Action,Idea Factory,,0.05
13526,Tour de France 2011,X360,2011,Racing,Focus Home Interactive,,0.05
13527,Airline Tycoon 2,PC,2011,Simulation,Kalypso Media,,0.05
13528,IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,,0.05
13529,7 Wonders: Treasures of Seven,DS,2011,Puzzle,Avanquest,,0.05
13530,McDROID,PSP,2011,Strategy,Namco Bandai Games,,0.05
13531,GachiTora! Abarenbou Kyoushi in High School,PSP,2011,Action,Spike,,0.05
13532,Arcana Heart 3,X360,2011,Fighting,PQube,,0.05
13533,Major League Baseball 2K11,PSP,2011,Sports,Take-Two Interactive,,0.05
13534,Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,,0.05
13535,Cities in Motion,PC,2011,Simulation,Paradox Interactive,,0.05
13536,The Idolmaster 2,X360,2011,Simulation,Namco Bandai Games,,0.05
13537,Men of War: Assault Squad,PC,2011,Strategy,1C Company,,0.05
13538,Fishdom,DS,2011,Puzzle,Atari,,0.05
13539,The Idolmaster: Gravure For You! Vol. 2,PS3,2011,Misc,Namco Bandai Games,,0.05
13540,Kids Learn Music A+ Edition,DS,2011,Misc,Unknown,,0.05
13541,Winter Sports 2011,PS3,2011,Sports,DTP Entertainment,,0.05
13542,Metal Max 2 Reloaded,DS,2011,Role-Playing,Unknown,,0.05
13543,The Lost Treasures of Alexandria,DS,2011,Puzzle,Unknown,,0.05
13544,Active Life: Magical Carnival,Wii,2011,Misc,Namco Bandai Games,,0.05
13545,Classic Dungeon X2,PSP,2011,Role-Playing,Nippon Ichi Software,,0.05
13546,Major League Baseball 2K11,PS2,2011,Sports,Take-Two Interactive,,0.05
13547,Wicked Monster Blast!,Wii,2011,Shooter,PQube,,0.05
13548,Beastly Frantic Foto,DS,2011,Puzzle,Storm City Games,,0.05
13549,Treasure Report: Kikai Jikake no Isan,DS,2011,Adventure,Namco Bandai Games,,0.05
13550,Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011,Role-Playing,Namco Bandai Games,,0.05
13551,Powerful Golf,DS,2011,Sports,Konami Digital Entertainment,,0.05
13552,Rock Band Country Track Pack 2,X360,2011,Misc,MTV Games,,0.05
13553,To Heart 2 DX Plus,PS3,2011,Adventure,Aqua Plus,,0.05
13554,Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011,Adventure,Namco Bandai Games,,0.05
13555,Jonah Lomu Rugby Challenge,PC,2011,Sports,Home Entertainment Suppliers,,0.05
13556,National Geographic Challenge!,PS3,2011,Misc,Black Bean Games,,0.05
13557,SD Gundam G Generation World,Wii,2011,Strategy,Namco Bandai Games,,0.05
13558,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011,Action,Namco Bandai Games,,0.05
13559,FIFA Manager 12,PC,2011,Sports,Electronic Arts,,0.05
13560,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011,Adventure,ChunSoft,,0.05
13561,Mahjong 3D: Warriors of the Emperor,3DS,2011,Misc,DTP Entertainment,,0.05
13562,Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,Adventure,Comfort,,0.05
13563,Centipede: Infestation,3DS,2011,Shooter,Atari,,0.05
13564,Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,2011,Misc,Capcom,,0.05
13565,Gray Matter,X360,2011,Adventure,DTP Entertainment,,0.05
13566,Kimi ni Todoke: Tsutaeru Kimochi,DS,2011,Adventure,Banpresto,,0.05
13567,Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011,Role-Playing,Atlus,,0.05
13568,Minna to Kimi no Piramekino!,DS,2010,Misc,Namco Bandai Games,,0.05
13569,Virtual Villagers: A New Home,DS,2010,Simulation,PQube,,0.05
13570,Learn Science,DS,2010,Misc,DreamCatcher Interactive,,0.05
13571,Hakuouki: Reimeiroku,PS2,2010,Adventure,Idea Factory,,0.05
13572,Shin Sangoku Musou 5 Empires,PSP,2010,Action,Tecmo Koei,,0.05
13573,Front Mission Evolved,PC,2010,Shooter,Square Enix,,0.05
13574,Samantha Swift and the Hidden Roses of Athena,DS,2010,Adventure,Unknown,,0.05
13575,Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,,0.05
13576,Animal Planet: Vet Collection,DS,2010,Simulation,Activision,,0.05
13577,Imagine Animal Doctor Care Center,DS,2010,Simulation,Ubisoft,,0.05
13578,TrackMania Turbo: Build to Race,DS,2010,Racing,Ubisoft,,0.05
13579,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010,Action,Hudson Soft,,0.05
13580,DoDonPachi Resurrection,X360,2010,Shooter,Rising Star Games,,0.05
13581,Sushi Go-Round,Wii,2010,Simulation,Asylum Entertainment,,0.05
13582,Ivy the Kiwi?,DS,2010,Puzzle,Rising Star Games,,0.05
13583,Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami Digital Entertainment,,0.05
13584,MorphX,X360,2010,Shooter,505 Games,,0.05
13585,TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010,Fighting,Hudson Soft,,0.05
13586,RPG Tsukuru DS,DS,2010,Role-Playing,Enterbrain,,0.05
13587,TNA iMPACT: Cross the Line,PSP,2010,Fighting,SouthPeak Games,,0.05
13588,Trick x Logic: Season 1,PSP,2010,Adventure,Sony Computer Entertainment,,0.05
13589,Winning Post 7 2010,PSP,2010,Sports,Tecmo Koei,,0.05
13590,Hakuoki: Stories of the Shinsengumi,PS3,2010,Adventure,Idea Factory,,0.05
13591,Starry ? Sky: In Spring,PSP,2010,Misc,Asgard,,0.05
13592,Pet Pals: New Leash on Life,DS,2010,Simulation,Destineer,,0.05
13593,Sam & Max: Beyond Time and Space,Wii,2010,Adventure,Atari,,0.05
13594,Marriage Royale: Prism Story,PSP,2010,Adventure,ASCII Media Works,,0.05
13595,Singularity,PC,2010,Shooter,Mastertronic,,0.05
13596,Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,2010,Adventure,Namco Bandai Games,,0.05
13597,Corpse Party: Blood Covered - Repeated Fear,PSP,2010,Adventure,5pb,,0.05
13598,Durarara!! 3-way Standoff,PSP,2010,Adventure,ASCII Media Works,,0.05
13599,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010,Role-Playing,Spike,,0.05
13600,Sesame Street: Cookie's Counting Carnival,PC,2010,Misc,Warner Bros. Interactive Entertainment,,0.05
13601,White Album: Tsuzurareru Fuyu no Omoide,PS3,2010,Adventure,Aqua Plus,,0.05
13602,TNA iMPACT: Cross the Line,DS,2010,Fighting,SouthPeak Games,,0.05
13603,Winter Sports 3: The Great Tournament,Wii,2010,Sports,Tradewest,,0.05
13604,J-League Winning Eleven 2010: Club Championship,PS2,2010,Sports,Konami Digital Entertainment,,0.05
13605,Worms Reloaded,PC,2010,Strategy,Team17 Software,,0.05
13606,Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,,0.05
13607,Rock of the Dead,PS3,2010,Shooter,Conspiracy Entertainment,,0.05
13608,Gummy Bears Mini Golf,DS,2010,Sports,Storm City Games,,0.05
13609,Forza Motorsport 3: Ultimate Edition,X360,2010,Racing,Microsoft Game Studios,,0.05
